Comment;Sentimen
karena yang anda ajak diskusi itu sepemikiran dengan anda;negatif
"PRESIDEN itu pingin Negaranya hebat
Tapiii 
Pekerja pelaksana keuangan memang itu PRESIDEN yg pegang?!
Jadi Rakyat yg waras kerja jiu-jitsu berkerjalah sama dengan oemerintah bersama kamu itu hos selalu nyalahkan Jokowi
Nah Shake kain kamu opininya";negatif
PEMERINTAHAN TER KORUP REZIM JOKOWI;negatif
Dibongkar aja bagaimana proyek ini dikerjakan, pihak pemerintah yg bertanggung jawab;negatif
Bagaimanapun harus dicari jalan keluar untuk penyelesaianya tidak boleh saling menyalahkan toh semua ini demi kepentingan transportasi masyarakat;negatif
Gimana ngak pusing...aparat pesta pora dgn gaji tinggi...belum lagi korupsi yg merajalela...ibarat kata sahroni...semua isi dpr dan mentri bisa ditangkap semua..belum lagi budi arie dgn ancamannya...jika dia ditangkap akan dia bongkar semua.;negatif
Ribet amat, Sruh byar pejabat yg TTD 😂, sengsarain rakyat 7 turunan msak gk d hukum hebat;negatif
Saya anak bangsa sangat kcewa KPD Jokowi dan Luhut yg sangat napsu prihal kreta cepat yg membuat negri ini terjebak oleh hutang luar negeri yg menggunung maka yg saya kuwatirkan negri bangkrut.;negatif
Udahlah..ngg usah pusing2 pak usut semua kebijkannya Jokowi sealam 10 tahun, kalo ada yg dislahgunkan tangkap dan adilin..dijamin Rakyat dibelakang Bapak..jgn takut sama Termul2 dan Buzzer2 nusantaranya..slama Bpk Prabowo bisa membuktikan kalo semua Permslahan skrng ini dampak dari kebijkan2 Jokowi..biarpun Termul2 dan Buzzer2nya masih banyak..Rakyat yg akan mebasmi mreka.;negatif
joko tangung jawab prabowo kasihan cebokin kerja joko;negatif
Lumayan bikin kereta dapat komisi gede. Setiap ada pembayaran uang cair ke Pak De;negatif
Mul harusnya bukan bikin kereta cepat tapi kereta dari Lampung ke Palembang atau Makassar ke Palopo. Sayang;negatif
Ha...ha...yg ngotot Waktu itu siapa.. 😂 dan Perusahaan yg bermain...😂 Rencana semula khan utk Menunjang Kota Kosmopolitan....yg punya Ide KA Cepat ...siapa...Penasihat Khusus yg memberi masukan siapa...seperti jebakan... 😂😂😂Dan di Era siapa....?;negatif
Dulu bangga, sekarang merana😂😂😂;negatif
"Apa gak bisa di kategorikan korupsi ini kereta cepat,..? 
Kan merugikan negara... 😂😂😂
Opung mana opuung...";negatif
"Pak mulyono raja tipu tipu 
Dari SMA sampai S1 
Uang dalam kantong nya ada 11 ribu 
Tapi itu semua hanya palsu";negatif
Utang kereta cepat bukan pemerintahan prabowo yg tanggung tapi jokowi&DPR yg harus bayar;negatif
Yg dr dulu milih Jokowi jgn komen buruk di dlm ekonomi Indonesia krna slah sndri knpa milih Jokowi;negatif
Utang agar dialihkan ke negara terus negara sendiri kolep, ya yang utang harus bertanggungjawab.;negatif
Si Luhut binjar harus bertanggung jawab atas kebijakan nya sama si muloyo;negatif
Tempo keren 😎;negatif
Begitulah kalau proyek infrastruktur ugal-ugalan tanpa amdal yang benar, sayangnya banyak pejabat penjilat tidak punya prinsip alias ABS.;negatif
Media yg waras mantaap 👍;negatif
"Mukidi hrs bertanggung jawab atas hutang3 utk bangun KA CEPAT JKT-BANDUNG. Fakta membuktikan bhw ""Whoosh merugi tiap tahun 2 Trilyun"" rupiah. Proyek gagal total Mukidi.";negatif
Yang ngeyel Luhut dan Jokowi suruh tanggung jawab bayar utangnya bahkan Luhut ngeyel sampai Surabaya sita hartanya bayar utang bukan negara lewat pajak yang bayar rakyat . Proyek tanpa kajian ngeyel LBP harus dilaksanakan tolol jadi beban negara tapi laku di rakyat ,cuma lahan korupsi pejabat;negatif
sudah ku bilang Jokowi membangun dengan Hutang, apa hebatnya? inilah akibat proyek di paksakan sama hal nya IKN, Proyek pembangunan Jokowi selalu menyisakan/mewariskan permasalahan besar, bayar bunga utang aja mencapai 600 T, anehnya Menkeu tidak menyebut sebagai beban;negatif
Buat apa sih membangun kereta cepat mending memperbaiki Jalan jalan dan Jembatan yang Ruksak diseluruh Indonesia terutama di daerah daerah terpencil;negatif
"Rencana dan mindset Mukidi sgt matang luar biasa . Utang 3x utang "" gak tau kok tanya saya "" tau² negara TEKORNYA YG MEROKET.";negatif
termul2 jg masih nutup mata kalah sama kedunguannya;negatif
Saya jadi jnget IKN juga dulu janji tak pakai Dana APBN . Malah orang sama dulu sebut ada ratusan investor asing yang antre masuk IKN. Nah Kenyataanya sekarang gimana ?;negatif
@MadeCiptoBudiman mulut mul tau sendiri lah;negatif
"Kasihan presiden Prabowo hrs menanggung hutang yg sangat besar akibat kebijakan pak Jokowi dan kroni2nya yg memaksakan diri,akhirnya rakyat yg menderita.
Astagfirullah Allah akan mengadzab pemimpin2 yg menyengsarakan rakyatnya.";negatif
Dimana saja kapan saja siapapun yang doyan utang tanpa perhtungan benar bisa cilakakan diri sendiri;negatif
DAYA RUSAKNYA LUAR BIASA;negatif
Itulah proyek nafsu, dibuat bukan berdasarkan urgensi tapi ambisi, dipaksakan dilakukan di tengah kondisi negara dengan hutang yang sudah tinggi...semua akan dipertanggungjawabkan di hadapan Allah kelak😢;negatif
YAH BEGITULAH KALAU NAFSUNYA BESAR TENAGA KURANG.;negatif
Yang harus bayar utang negara semestinya Jokowi sendiri. Karena dia Yang buat ulah;negatif
Ternak nya tetap bangga;negatif
Kereta cepat woos yg punya nama jolowi yg membangga kan para penjilat jokowi giliran byar utang di benkan rakyat lndonesia pdahal rakyat ga menikmati seharus nya yg bayar jokowi dan paa penjilat nya;negatif
"Perlu di kaji juga proyek proyek lain yg kurang evektive pemerintah sekarang pasti tahu 
Bagaimana proyek Bandara Kertajati, Bandara Purbalingga , IKN dll ???";negatif
Kebijakan yg kurang populer biasanya akan berdampak signifikan terhadap BUMN khususnya KAI siapa yg tanggung jawab ?;negatif
"Yang membangun dan membuat banyak hutang itu di era pemerintahan Jokowi.
Dan yang harus membayar hutang-hutangnya ya di era pemerintahan Prabowo.
Di pikir-pikir sih sebenarnya Prabowo di buat pusing sama Jokowi.
😂";negatif
*KEMBALIKAN SAJA PAK PRESIDEN KERETA CEPAT KEPADA PEMILIK MODAL. DARI PADA MEMBERATKAN UANG NEGARA, ATAU KASIH SAJA MULYONO BIAR DIA PAKAI KELILING DUNIA DARI PADA TINGGAL DI INDONESIA BIKIN RIBUT*;negatif
Jokowi memang kebijaksnnya menghancurkan ekonomi RI dalam jangka sangat panjang. SebaiknyaPresiden memverdihkannorang2 nya exs jkw.;negatif
Ini hasil kerja simulyono dan tetbak2nya alhasil negara indonesiakan yg tanggung hutangnya jokowi sama ternaknya yg suruh bayar hutangnya jan mereka ug menikmati uang bonusnta kita rakyat yg hadi korban;negatif
Jokowi harus tanggungjawab gara-gara dia Negeri ini jadi hancur lebur banyakk hutang.;negatif
Next jk ada presiden yg mentingin proyek buat kroni2nya jd kaya tanpa peduli beban negara, gak usah dipilih;negatif
Tenang.di peras saja rakyat;negatif
Siapa yg ngutang dia tanggung jawab.Kerjaan di luar janji kampanye bukan tanggung jawab negara.;negatif
Audit aja!!!!;negatif
Yg menikmati orang bandung yg menanggung beban utang sak indonesia....;negatif
kereta cepat... utang.. suruh bayar jokowi ... smua proyek yg berhubungan dg jokowi .. harus di bayar jokowi...slesai... klau ingin tau alasannya.. bongkar dl a sampai z.. mslh jokowi;negatif
Surah KAI dan Ijazah Palsu itu yang bayar;negatif
Pokoknya di era jokowi.amburadul.api gk nisa di bungkus kertas.muaranys tetsp jokowi belum ikn.parah.;negatif
Tempe ini nau nyalahin Luhut ga pernah berani 😂😂😂;negatif
Itu prestasi pak jokowi. Yang sangat bermanfaat 😂;negatif
Gak usah dibayar;negatif
IKN gmn crta;negatif
Emang gk niat mau bayar hutang;negatif
Jokowi terllu abal2 bikin proyek kasian prabowo;negatif
Suruh Mulyono yang bayar sendiri jangan kami rakyat kecil dikejar kejar pajak untuk nutupin utang negara yg disebabkan Mulyono;negatif
Dosa ini tak akan berhenti;negatif
Pendukung jokowi mana paham yang penting tersohor ngapain bangun KERETA CEPATsama IKN kaya orang miskin tapi gaya gayaan kredit mobil yang ada boncos gak bisa bayar cicilan akhirnya rakyat yang di gencet pajak 🤪;negatif
suruh bawa aja semua ke tempat asal nya, ex Malaysia saja wktu di era machatir berani bikin gebrakan ( siapa suruh kasih hutang), klw mau duit tagih sama pemimpin era itu 😅😅;negatif
Gak apa2 yg penting seluruh dunia tahu Indonesia ada kereta cepat tu yang penting.. utang tu warga Indonesia akan bayarin gak apa2 .....;negatif
Seret trrus pak prabowo..siapa yg bertanggung jwb ..;negatif
bkn kah proyek kereta cepat di puja2 waktu itu 😊😊;negatif
Ini ulah orang yg bkn ahlinya.negara hancur hrs diseret pengadilan..;negatif
Kalo ibarat orang mah..oKb dapet pinjaman bank, apa aja mau dibeli mau ditunjukin kesemua orang tapi sebenarnya uangnya dapat minjem, uang yang sebenarnya ga ada, cuma punya hutang doang;negatif
Kirain tukang cilok dan tukang bakso yg sering rugi...negara juga bisa rugi ya ..;negatif
Jokowi harus ditangkap atas semua kejahatan nya membuat negeri ini jatuh dalam debt trap....;negatif
KENAPA TEMPO GETOL & TERAMAT GIRANG KALAU RAKYAT SELALU RIBUT DENGAN PEMERINTAH ???;negatif
KAI itu perusahaan BUMN yg bagus dan untung.. Tp setelah ada utang di kcic yg dikomandani oleh jokowi dan luhut (2 orang paling pintar sedunia) maka rugilah KAI;negatif
Inilah akibatnya tukang kayu di suruh bangun beton;negatif
"Klo soal utang KA Cepat Woosh tanya saja sama LUHUT BP , kan dia dulu belain mati²an sampai ada tambah anggaran 😅😅😅
Ini perlu diusut tuntas ... siapa saja yg ikut bancaan 😅😅😅
Pak Prabowo harus panggil pak Jonan buat jadi Menteri yg ngurusi transporati nasional ... masak kalah sama KDM ? Bu Susi juga diminta ngebantu KDM !";negatif
adili JKW orang yg telah membuat bangsa ini carut marut dg menumpuk hutang‼️;negatif
Lha kok enak ya hutang yg demikian menggunung hrs di kembalikan oleh pem sesudahnya. Pdhal hutang itu ya bnyk jg yg di korop !?;negatif
..ambil uang nya sama p.jkwi...(sita uang semuaaaa))😅😅;negatif
"Kasihan KAI jadi sapi perah Wossssh
Kereta capat Jakarta Bandung
Itu tagih ke Luhut sama Jokowi
Kan mereka yang harus bertanggung jawab";negatif
Kira kira asetnya keluarga besar jokowi dan LBP di sita bisa tidak untuk bayar bunganya;negatif
"Proyek ngebet legacy...
Harus ada yang bertanggung jawab untuk beban rakyat salah kelola ini...";negatif
"DiBongkar aja tuuh,- Siapa yg jadi DALANG Proyek Kereta Cepat itu...!!!!
Pemerintah hrs bisa membongkar siapa yg menari diatas Utang Proyek Kereta KCIC tsb...!!
Zy@AmperA-BanteN";negatif
Ketika bangun bukan berdasarkan kebutuhan perencanaan yg cermat... Wajar isinya kebanyakan sampah;negatif
Yg dipersoalkan banyak hal yg bermasalah dari kebijaksanaan Jokowi yg ugal2an.;negatif
Kira kira mulyono yg merupakan biang kerugian negara bs di penjarakan gak???;negatif
Tom lembong aj kena..masak ini g kena....enak aj ngrugiin negara;negatif
Gimana bilang nya yha, kereta cepat itu bakal selalu dipandang sebelah mata sih dalam soal profitable, bahkan china dan juga jepang perlu bangun terus jalur kereta cepat hingga bisa balik modal, maka dari itu pula dulu KAI nutup banyak jalur kereta karna gak menguntungkan yang itu sekarang orang pengen reaktivasi jalur kereta 😅;negatif
Mungkin hanya Jokowi dan Luhut didunia sudah tau proyek akan rugi dan bermasalah tetap aja dibuat 😂😊;negatif
"Efisiensi anggaran kementerian. Pangkas semua biaya2 kementerian YANG merugikan dan tidak membawa hasil !!! 

Efisiensi gaji anggota DPR. Hapus PPn mereka dari APBN !!! 

Optimalisasi dan Efisiensi BUMN !!! ... masa punya BUMN rugii melulu ?? 

Gilaaaaa !!!";negatif
Pak Jonan mati-matian menolak, eh malah dipecat, krn gak sesuai sm nafsu Pak Mul yg kekeuh pengen ada kereta cepat. 😂;negatif
Demi pencitraan, biarlah negara terlilit hutang.;negatif
Mulyono aja d jual laku gak?? Buat bayar utang;negatif
"Makanya, ""Tangkap SiKurap & LBP ...""Biar tau Biangnya...""👍";negatif
Hari2 negara dan rakyat musti tanggung jawab dan beresin mencretan rezim jkw;negatif
Kebayang gak diskusi hal seperti ini dengan istilah istilah yg seperti itu di curhatkan PD org yg lulusan SMA atau yg beli ijazah;negatif
masih mending tamatan sma, mungkin masih ngerti dikit2...Lahh gimana termul2 yg cuma tamatan sd / smp yg seperti Majikannya...Paling cuma Plonga-Plongo...Nango...bengong,...ngomong opo sih tuh orang bertiga...😂🤣🤣;negatif
KAI jadi Sandwich generation klo di keluarga;negatif
Mohon maaf, pendapat saya alternatif transportasi dari Jakarta - Bandung atau sebaliknya itu sudah banyak. Kereta api Argo Parahyangan saja sudah ada. Jadi, adanya KCIC tidak begitu krusial. Benar pemikiran Bapak Jonan, dari membangun KCIC, lebih baik dananya untuk kemajuan transportasi seluruh Indonesia, jangan sentralisasi di pulau Jawa saja;negatif
Kl kata faisal basri ... kcjb itu sampai kiamat gak akan untung dan sampai akhirat akan rugi terus ... jadi bener skg ya;negatif
"LBP masih di dewan ekonomi dan Jokowi masih penasehat danantara ...boleh dong dituntut tanggung jawab mereka ?.Boleh ngga sih ?

Semua aspek harus diramein dan masing2 punya porsi masing2 


Tempo ambil porsi ekonomi dan kebijakan publik

Roy cs ramein ijazah 

Ada juga yg ramein Silfester 

Ada juga yg ramein kinerja polisi 

Ada juga yg ramein kinerja DPR 


Dll

Ngomong2 mas Kairul Anam masih ada hubungan saudara dengan Choirul Anam (kompolnas ) ?....hehehe";negatif
Pak Jokowi dan pendukung nya suruh bayar ...;negatif
Jonan terbaik dibuang Jokowi begini jadinya.....;negatif
"Bloom lagi IKN tuh.. 
Mending distop aja, seperti proyek Hambalang";negatif
Makin TERKONFIRMASI, bahwa PAK JOKOWI PENYEBAB UTAMA NEGERI INI makin TERPURUK...;negatif
"Nah baru terasa dampak.nya bener kata jonan dulu tp saranya tdk di dengar
Proyek2 si mulyono semuanya meninggalkan mslh hutang";negatif
"Nah baru terasa dampak.nya bener kata jonan dulu tp saranya tdk di dengar
Proyek2 si mulyono semuanya meninggalkan mslh hutang";negatif
Si omon omon selalu ke bingungan maju kena mundur kena;negatif
Mulyono mau semua rakyat Indo mengenang dirinya saat lihat Whoosh dan IKN....;negatif
Mending jadi kereta itu duit..daripada masuk ke kantong tikus2;negatif
"10:16 kekayaan babaranjang hanya dinikmati penumpang kereta jawa dan pencitraan KCIC 🤭 

Masyarakat Lampung & Sumsel selalu telan ludah buat mendapatkan fasilitas kereta yg mumpuni";negatif
"hati2 jadi bom waktu. pantes aja pak jonan dl salah satu yg menolak. udah biaya membengkak dari anggaran sblm ny. terus duit utang. ampe skrg merugi ampe triliunan. 

sya sbener ny apresiasi pembangunan infrastruktur era jokowi awal2. tp kesini2 jd proyek ambisius.";negatif
udah boleh dikasusin kayak tom lembong gak sih si sarkowi ini? terbukti merugikan negara dengan projek kereta cepat ini;Negatif
Jika rakyat boikot KA cepat Whoosh di NKRI, maka dipastikan Whoosh langsung tutup total dan bangkruuut...!!! Para oligarki dan mafia3 bejad di negeri ini akan menangiiis sepanjang tahun;Negatif
Memboikot pun justru memperparah kerugian sudah lebih baik gak usah diperpanjang sampe surabaya, prioritaskan pembangunan luar jawa;Positif
Pak prabowo mau di gulingkan geng solo tetap aja pk prabowo tidak percaya baru nanti setelah hutang jokowi gk bisa bayar baru tahu;Negatif
Daripada membangun kereta cepat yang dinikmati orang jakarta dan bandung, lebih baik bangun kereta biasa dari ujung Aceh sampai Lampung, kerta ini akan sangat bermanfaat utk mobilisasi orang dan barang....jutaan Rakyat;Negatif
Panggil mulyono!;Positif
Di Kembalikan Lagi Saja Ke China Biar Tidak Menjadi Beban APBN Karena Menyusahakan Rakyat Indonesia, Kan Sudah Ada KAI Indonesia Kenapa Harus Beli Kereta Api China;Negatif
Maka tegas pak thdp perusakan konsitusi oleh rezim kemarin jgn ragu pak presiden percaya rakyat mendukungmu asal tegas jgn tunda lagi.;Positif
Hidup JOKOWOW😊;Positif
GARUDAalso backed by Danatara;Positif
Yg ngutang suruh bayar aja tuh... sama pejabat yg pada ttd harus tanggung jawab...;Negatif
Gampaaaaang pak aset para maling negara dirampas pasti lunas.lebihhh bnyak malah....;Negatif
Ya memang Pusing Presiden RI Prabowo Subianto karena menanggung beban warisan kebijakan JOKOWI. HUTANG NEGARA YANG SANGAT BESAR.;Negatif
Mulyono sekelas buat kereta cepat ajah hutang menggunung gimana buat iKN yang sekarang yaa.. ? Coba cek kalkulasi hutang nya pasti dobel ...karena gak di up maka aman aman ajah padahal kalau di buka maka bisa waw..;Negatif
Tiketnya g terjangkau minim promo 😂;Negatif
Jokowi yg ngotot proyek kereta cepat ini hanya utk cari pujian semata. Makanya jokowi harus diminta pertanggung jawaban;Negatif
Emang t41 betul jokodok;Negatif
DAMPAK KEBIJAKAN ERA JOKOWI AKAN TERASA SAMPAI 20 THN KEDEPAN ATAU LEBIH.;Negatif
SERET MUKIDI JOKOWER ...SURUH DIA BAYAR HUTANG KERETA CEPAT....BIADAB SEMUA TERMUL;Negatif
SURUH LBP BAYAR HURANG KERETA CEPAT...DULU LBP YG NGOTOT BNGET...SALAM BANGKRUT KERETA CEPAT.;Negatif
INI TEMPO LAGI2😂😂😂;Negatif
Rini sumarno sebagai menteri bumn harus ditangkap dia yg mempengaruhi jokowi sehingga menyetujui kereta cepat,diduga dia terima suap besar dari cina untuk bangun kereta cepat.;Negatif
Untuk itu maka pendukung nya wajib naik wossh sampai hutang lunas, kalau bukan pendukung gak usah naik wossh, saya juga cuman mimpi naik wooosh;Negatif
Ambisi rezim jokowe tuh.... 😅😅😅😅😅😅;Negatif
Jokowi taek, gaweane utang waeee;Negatif
kalo kata termul tapi kan keren kebanggaan buat anak cucu nanti katanyee padahal bole ngutang bejibun 🤣🤣🤣;Negatif
Sptnya rute transit hrs diperpanjang sampe jawa timur biar ga defisit;Positif
yg paling bertanggung jawab adalah Menteri segala Urusan .😝😛😆;Negatif
Proyek yg di paksakan untuk ladang & meraup cuan,biasane kalau mau meraup cuan mendirikan proyek besar walaupun tidak mengantungkan;Negatif
Proyek gagal Jokowi....demi memoles pencitraan Jokowi maka akibatnya Prabowo yang harus menanggung akibatnya... presiden harus segera melakukan renegosiasi kontrak.;Negatif
Kalau beban KAI Cepat dialihkan ke APBN ya memberatkan Rakyat akhirnya...Pajak naik lagi gitu ?????;Negatif
Kurangi biaya pembangunan IKN untuk bayar hutang kereta cepat WHOOSE;Positif
Yang merugikan negara baik itu korupsi kolusi maupun nepotisme...termasuk kesalahan dalam mengambil kebijakan....harus dibawa keranah hukum karena itu adalah risiko jabatan;Negatif
Ya tinggal tindak tegas koruptor sita semua hartanya. Buat byar hutang gitu aja reppppppoooooottt. 😠;Positif
Semestinya pemerintah sekarang memeriksa reximbyg lalu dan menyelidiki atas kerugian negara ini,mestinya ada kesengajaan merugikan negara;Negatif
Yang harus dipenjara siapa jadinya????;Positif
LAH SELAMA INI JOKOWI BILANG DI KANTONG DIA ADA 11 RB T...KOK UTANG? APA MASUK KANTONG PRIBADI YA?😊;Negatif
Tpi mau bikin lagi jakarta surabaya... Ini logikanya gmn si ???;Negatif
"Hutang.. hutang.. hutang.. hutang saya juga belum saya bayar.
1. BPJS 4 bulan 
2. Pajak motor 1 tahun 
3. Hutang hutang lainnya sebesar 5 jutaan. 
Minta Doanya semoga cepat terbayar..";Negatif
Ini akibat punya presiden lulusan Fakultas Tekhnik KEHUTANgAN UGM;Negatif
jakarta bandung aja sdh terbebani. tolong bandung-surabaya jangan dilanjutkan!;Negatif
Hutang harus di saur apabila mati kluarganya yang harus bayar kalau di lising unit dikembalikan sudah lunas urusanya.;Positif
ini kan jelas-jelas merugikan negara, sebaiknya KPK periksa orang-orang yang memaksa proyek ini berjalan terus;Negatif
Pusing dengan kereta cepat , tapi kok mau nambah jakarta Surabaya?? Apa gak nambah beban utang??? Gemana sih pak Prabowo ini, ngomong satu belum selesai sudah ngomong yang lainnya??? Karena ngomong doang ngoceh gak di pikir yang akhirnya di demo sekarang ini,,,;Negatif
Cukup menyenangkan utang banyak, kok ngotot maju capres dibantu Mulyono.... kena jebak suruh cuci piring;Negatif
Jangan sampai KAI HANCUR YG MELAYANI RAKYAT JADI KORBAN HUTANG KERETA CEPAT;Positif
Tangkap siapa pun yg merugikan negara.;Positif
Suruh yg ngebet bikin kereta cepat dan keluarganya bayar,sita seluruh hartanya buat bayar hutang yg dia bikin.Jangan libatkan rakyat menengah kebawah.;Negatif
Yg buat masalah utang NKRI ini,masih Sht2 aman,tentrem saja.....ngapain juga rkyt berharap byk pd si pucuk pimpinan.....apakah masih ada manfaat nya,apakah hy buat makin mudarat.....🙄;Negatif
Bener dulu pendapat pak Jonan.... eeh malah diberhentikan sebagai menhub....;Negatif
JOKOWI lEGACY 😅;Negatif
wuusss....peninggalan mulyono.....waduuuh mulyono lagi,;Negatif
Soal ijazah itu sangat penting, karena soal utang itu akibat dari orang yang ijazahnya palsu;Negatif
Dibilang mimpin desa kgak pernah langsung masuk mimpin negara amburadul.;Negatif
Sita harta gerombolan geng solo ....;Negatif
Yg naek kereta tempo dulu siape RA opung Menhub siape lagi srh buat konsorsium khusus kereta jgn Bebani negara 😅😅😅😅😅😅😅😅;Negatif
Kmren presidentnya ambisius kurang bijak dlm kelola keuangan ( apa Sj d jadikan pencitraan );Negatif
Rakyat yg di bebani untuk bayar utang....pajak PBB , pajak kendaraan bermotor diam diam di naikkan sama si Mulyani..;Negatif
Yang paling terdampak dari KCIC adalah Warga Lampung. Jadual penumpang dikurangi. Trip kereta batubara yang digenjot. Gerbong bertambah panjang dan jumlah perjalanan bertambah. Itu berdampak pada kemacetan di perlintasan. Sekali lewat tuh kereta bisa memakan waktu 10 sampai 15 menit. Berapa BBM yang dihabiskan untuk kemacetan di perlintasan ketika kereta batubara dengan 52 gerbong lewat dan melaju pelan bahkan kadang berhenti.;Negatif
Warisan mulyono, tangkap mulyono periksa soal perencanaan kereta cepat yg merugikan negara;Negatif
Adili presiden 7;Negatif
"Setuju bosss...... 
Mesti nya ini yg di telusuri.... 
Ijazah menyusul....";Negatif
Warga solo suruh patungan pasti lunas kereta cepat..dikantong nya aja ada ribuan triliun...yo toch;Negatif
lagi-lagi mulyono solo;Negatif
Benar benar lah si mulyono bikin musibah;Negatif
Knp para ahli di bumn ini kebanyakan kurang cerdas ya, kerugiannya tak masuk akal.;Negatif
Suruh tanggungjawab anaknya yg bayar kan bapak nya yg bikin utang tsbt;Negatif
Salah sendiri, siapa yg minta kereta cepat....itu kan kelakuan Jokowi dan Luhut.... suruh bayar aja dia..;Negatif
bobrok,adu argumentasi Tampa ada solusi;Negatif
"Krn kecerdasan blm di pakai untuk memimpin ya akirnya kerugian dan kerugian yg dapatkan negara , padahal kalau mau cerdas , untuk membangun Indonesia cukup dengan mengambil dari sumber daya alam yang ada,
Mungkin dari tambang saja sdh bisa mandiri untuk membangun Indonesia tanpa hutang, itu kalau cerdas bos.";Negatif
Kalau hutang berkurang gampang... Tingkatkat kan aja gaji gaji para pejabat.. Tetutama gaji DPR dan tujangan se umur hidup.. Saya kira cpat lunas;Negatif
Negeri kita kan bnyk emasnya kenapa ngga dj olah sendiri bayar hutang 1T cukup 500kg emas sudah lunas hasil dri tambang emas prepot sehari bisa menghasilkan lebih dari 1 ton emas knp masih ngga bisa bayar hutanv LN terlalu banyak pejabat korup jadi ngga bisa bayar hutang;Negatif
Semua peninggalan Jokowi menjadi beban pemerintah berikutnya;Negatif
Warisan mulyono;Negatif
SURUH JOKOWI BAYAR KATENA RAKYAT TDK MERASA MEMINJAM,SEPERTI DI MALESIA YG TANGGUNG JWB BUKAN NEGARA.;Negatif
Termul siap nutupin utang kereta cepat 😂😂😂;Negatif
Knp gak suruh Luhut sama Jokowi yg bayar hutang kan proyek ini punya mereka berdua;Negatif
Gara² egonya Jokowi dgn Luhut yg buat proyek ujung² ny negara dan rakyat yg di lilit hutang mereka berdua;Negatif
Ini yang menimbulkan kemarahan rakyat kepada dpr. Ketika pemerintah berjanji b2b tapi akhirnya ingkar dengan menggunakan apbn, dpr diam saja....;Negatif
Di audit pak presiden, konon indikasi Mega korupsi nya project kereta cepat, cukup menyengat.;Negatif
minset para pekerja yg tidak peduli perusahaan BUMN dan bahkan negara, yg penting gaji tinggi plus sampingan;Negatif
Negara ini ada dalam penjajahan lewat hutang negara maka presiden jokowi berkesan di saat masa pemerintahan membuat hutang dengan menampakan pembangunan yang sebenarnya tidak seharusnya di adakan;Negatif
Ini surfei awalnya yang kemungkinan di paksakan;Negatif
"Akibat mahu dilihat sebagai Negara terhebat dikalangan ASEAN kini rakyat terseret menanggung beban.Kehadapannya harap "" ukur baju dibadan sendiri "".";Negatif
"Ga kaget sih ,, kan udah di Hitung-hitung sama Ekonom
almarhum.Bpk Faisal Basri.";Negatif
KAI sudah kolep. Tinggal tunggu waktunya saja. Ini akibat gara2 si mukidi yang berambisi mau jadi legasi yang engga rasional. kalau sudah begini siapa yang bertanggung jawab.....?;Negatif
"PEJABATNYA 98% MALING DUIT ANGGARAN 
Sebenarnya kecil cuma kereta cepat. BUMN SEUMUR HIDUP RUGI 😂😂😂. LUCU. KALO NGGA DIMALING kemana duitnya... PERTAMINA RUGI SEUMUR HIDUP PADAHAL HARGA TERMAHAL DI ASEAN.. BAHKAN MUNGKIN ASIA😂😂😂";Negatif
Kereta cepat kebanggan SATWA MULYONO, yg baru lunas 150 tahun lagi 🤣🤣;Negatif
"Sembrono yg harus dipertanggung jawab kan oleh pemerintah pada saat itu : 
1. KCIC.
Sudah diprotes dan ditolak rakyat dan beberapa profesional, tp malah tetap memaksakan pembangunan. Sehingga sekarang TERBUKTI merugi dan membebani APBN. Dari pembangunan saja sudah merugi, skrg sudah jadi pun tetap harus nombok karena tarif per trip nya masih tinggi.
2. IKN. 
Sudah diprotes dan ditolak rakyat karena bukan prioritas kebutuhan rakyat, tp malah ttp memaksakan. Terbukti sampai dengan skrg Agustus 2025 IKN tidak terpakai dan ibukota masih di Jkt. Jgn lupa biaya operasional dan maintenance nya itu harus ditanggung APBN.
3. Bandara Kertajati. 
Diresmikan 2019 sepi , covid sudah pasti sepi, tp kok sampe skrg jg masih sepi? Biaya pembangunan bandara Internasional kedua TERBESAR se Indonesia tentu tidak murah. Dan seperti poin no.2 , kalau tidak ada pemasukan maka maintenance dan operasional ditanggung APBN. 
4.Revisi UU KPK.
Diprotes keras rakyat bahkan sempat demonstrasi besar2an dan sampai ada korban jiwa tapi tetap disahkan oleh DPR dan Pemerintah. Skrg coba lihat hasilnya, KPK Rusak di jaman Firly dkk.

Dari 4 poin di atas semua nya merusak ekonomi dan hukum di Indonesia. Pemerintah dan DPR terlalu pongah seakan mereka yg paling tahu dan tidak mendengar aspirasi dari rakyat. Kalau udh begini, siapa yg akan bertanggung jawab dan apakah rakyat akan terus menanggung akibat nya sementara pemegang keputusan kebijakan tersebut ""MUNGKIN"" mendapat cuan dan skrg lepas tangan?";Negatif
Bisnisya bisnis jgan mau PT asing jualan sama negara kan yg punya rakyat seharusnya ijindululah kerkyat jgan hanya mikirin persentase 😂😂😂;Negatif
😂😂ya kantau sendiri partai apa yg sukanya rugi rakyat Indonesia.indosat ajah dijualnseperti tahu😂😂😂;Negatif
🔥🔥🔥🔥;Negatif
Nasi sudah menjadi bubur terima saja hakikat bahawa kereta cepat semakin merugi dan hutang semakin meroket. Ini semua kebodohan dan tololnya pemerintah Indonesia pimpinan jokowi....;Negatif
