Review;Sentimen
Pertama masuk lancar lancar aja, lama kelamaan jadi gajelas buka dokumen gabisa, buka apa apa gabisa, ga berguna banget;Negatif
Makin. Ribet. Aja. Ini. Negara. Harus. Sgala digital lewat. Hp . Shrus. Nya tu liat pmerintah tu apakah. Masyarakat. Itu ada yg pahm. Ada yg engga . Jangn. SMA kan. Dngan. Negara2 yg udah. Maju.. coba. Otak klian itu di taroh dimna;Negatif
kok disuruh daftar Mulu perasaan;Negatif
Tedor min...? Bejibun yg koment, diantepin wee;Negatif
Aplikasinya masih kurang bagus karena tidak semua android support buat scane barcode;Negatif
"Mohon dilakukan updating secara berkala (harian/mingguan) karena saat ini IKD menu dokumen tidak dapat diakses sedangkan sangat dibutuhkan utk sehari"". Jika blangko KTP el kosong, mohon diperhatikan dg serius dan dimaksimalkan pelayanan IKD ini.";Negatif
Sangat sulit di saat selfie di aplikasi hp, Tdk ada msukan apapun Dr staf kelurahan;Negatif
Dokumen nya gk bisa di buka kocak,benahi lagi dong aplikasi nya,klo gk bisa di buka trus gunanya buat apa kocak;Negatif
Buka dokumen selalu error;Negatif
Tidak bisa buka dokumen cuma muter muter;Negatif
M..m..;Negatif
Aplikasi bobrok Semua apk pemerintahan Buruk Kek mana ini??? Negri kebanyakkan percaya setan Di banding TEKNOLOGI Untuk masa depan Digital;Negatif
Aplikasi sampah;Negatif
Susah buat di buka data digital KK nya;Negatif
Salah satu ciri kita sedang tinggal di negara tertinggal itu ya begini, kebanyakan aturan/ aturan gonta ganti. Sebelumnya pake gratis kabeh udah enak bikin ktp kk selesai, ini mau bikin akta anak beda lagi aplikasinya, udah gitu harus ke capil pula cuma buat minta verifikasi... anda itu para aparat pelayan masyarakat ga pernah solutiff.. ga bisa mencari jalan mudah buat masyarakat. Kalo posisi sedang di luar provinsi spt saya apa solusinya? Main ganti aplikasi dari nol lagi prosedurnya.. 👎👎👎;Negatif
Mempersulit masyarakat, KTP digital tapi ttep saja dipintain potokopinya gabisa di cetak lagii kesel bgt mana lagi hamil dimarahi petugas Karna gpunya potokopiannya!;Negatif
Lola tolong di perbaiki lagi biar gak Lola aplikasi nya,....;Negatif
Aplikasi sangat di sayang kan..saya tidak bisa membuka dokumen, dan ada bacaan dokumen sedang di integrasikan..kalo kita butuh untk keperluan lain pun sulit untuk mencetak nya, karna tidak ada tulisan untk mencetak..dan gk semua org tau cara menggunakan aplikasi ini..padahal sudah pake wifi dan kuota tetep tidak bisa..jadi tolong kasih solusi nya seperti apa,karna aplikasi kurang maksimal...terima kasih;Negatif
Gak bisa buat registrasi...;Negatif
mohon dievaluasi agar lebih simple dan mudah,lebih efektif aplikasi sblmnya;Negatif
Saya pikir apliaksi ini bisa mengecek ke aktifan KTP dan KK kita, ternyata apliaksi untuk daftar pembuatan KTP.;Negatif
Katanya digital tapi ujung ujungnya ke Capil Juga untuk scan QR;Negatif
Tidak bisa buka dokumen, cuma bisa biodata, yg lain gak fungsi;Negatif
Kenapa Ektp lewat biro jasa sehari jd adm 200 ribu sedangkan lgsg datang ke Disdukcapil pml ektp dipersulit, Nama2 birojasa Petarukan sehari jadi, Levi Tpdk Petarukan kerjasama K3 kecamatan Petarukan (Nur Slamet), Linmas Petarukan (Sobar), Linmas piket jaga malam (Junaedi) Kecamatan Petarukan;Negatif
Kalau GK mampu buat aplikasi jngn di buat,aplikasi lelet,lambat respon,banyak makan gaji buta aja kalian;Negatif
Tidak dapat didownload;Negatif
Ngapain kalo harus berangkat ke dukcapil buat bikin akun ,malah nambah ribet hidup aja 👎;Negatif
Ga berfungsi buat apa? Sangat tidak berguna;Negatif
"percuma adanya ini susah ngapa""in parah 😢😢";Negatif
Lemooooot banget. Padahal identitas digital itu kemungkinan diakses sama jutaan orang mungkin servernya ga mumpuni buat diakses banyak orang sekaligus. Pengen serba digital di era digital tapi hampir semua lembaga pemerintah kalo bikin aplikasi ato website ga pernah serius. Ga tau kekurangan dana atau emang asal bikin aja biar keliatan sudah digitalisasi;Negatif
"Lagi butuh bikin KTP eh malah harus lewat aplikasi, udah gitu susah kepake cuma kebuka data keluarga aja. Ujung-ujungnya nanti datang ke kantor ""mau dipercepat, sekian nominalnya"" 🤦‍♂️🤦‍♂️ Payaaah";Negatif
Ini kenapa kok kode QR nya gk dikirim kirim min, knpa kok dipersulit, smua data dan nik kan udah ada disana, kita cuma ketik ulang aj, Perbaiki lagi lah min;Negatif
Digitalisasi yang tidak menghasilkan solusi;Negatif
Kenapa aplikasi tidak bisa di buka;Negatif
aplikasi yang dibuat tapi tidak ada kelanjutan.. cuma buang² uang wkwkwk;Negatif
dibuat pinjol bjir;Negatif
Negara mahal2 bayar kalian buat jadi developer aplikasi yang bagus minimal rekrut orang berpengalaman yang hebat jangan anak magang biar aplikasi nya di gunakan sama rakyat dengan mudah ini malah tidak membantu.;Negatif
Untuk aktivasi mesti ke dukcapil? Ini sih bukan mempermudah, malah mempersulit;Negatif
Verifikasi wajah tpi gk bisa kebuka cma gelap doank;Negatif
Kurang baik karena membingungkan;Negatif
Aplikasi gk jelas;Negatif
Bobroknya enggak jelas ini aplikasi;Negatif
Ktp digital tapi untuk pelayanan masih ada yg minta foto copy;Negatif
Bikin KTP ke kecamatan ..suruh nunggu 1 bulan bahkan bisa lebih... Terus di bikin KTP digital dullu.. gak bisa di buka harus updet KK dullu nunggu 1/2 hari kerja ataw lebih... Sangat tidak puasss pelayanan masyarakat....;Negatif
Utk daftar pas diveryfikasi wajah mengulang terus..sehingga ngk bisa daftar. Apa ada cara lain ?;Negatif
Tidak membantu jelek;Negatif
Bukanya memudahkan,aplikasi ini meribetkan warga,saya harus menempuh jarak yg lebih jauh lagi untuk cetak ulang ktp yg hilang,mana lagi prangko habis....ga masuk akal sama sekali;Negatif
Buat masuk aja susah, gmna sih min?;Negatif
G bs buka dokumen sama sekali, g siap digital blas admin dn pengembngn;Negatif
Masih banyak bugs buka dokumen terjadi kesalahan terus;Negatif
App belum siap, gmn cara nya coba mau foto kopi ktp nya;Negatif
college brawl sus;Negatif
Kenapa dokumen tidak bisa di buka Trus gunanya bikin KTP digital apa klo dokumen ngngak bisa diliat anehh;Negatif
bukan digital kalo masih harus datang ke kantor;Negatif
Tidak bisa dipakai;Negatif
Z🤑🇳🇪🏌️;Negatif
Mau buka dokumen hanya loading aja g muncul2. Ini aplikasi masih banyak kekuranganya;Negatif
Bahaya ini aplikasi! Data KTP kita kaya diperjual belikan! Karena pas ngecek dokumen udah ga ada apa2 lagi, bahaya berurusan Dengan alat pemerintah sekarang;Negatif
GA BERGUNA BANGET INI APLIKASI SUMPAAAAHHHHHH;Negatif
Aplikasi terlemot se indonesia;Negatif
Tolong diperbaiki lagi kak, sangat tidak mempermudah resolusi gambar buram dan menu pilihan terbatas. Bahkan tak tau bagaimana cara menggunakannya, saking tidak ada menu pilihan.;Negatif
ini aplikasi apa kha masa kita mau masuk sajah loging terus tidak bisa terbuka;Negatif
Bagaina cara nya aplikasi ini saat buka dokumen kependudukan digital tidak bisa kebuka,mohon petunjuk dan bantuannya;Negatif
Daftar aj di mintain token gk jelas app;Negatif
Sekelas pemerintah cuma bisa buat apk sampah kek gni gunanya apa di bayar mahal SM rakyat g guna sekali ngentoddd;Negatif
Kok pas scan barcodenya gagal terus ya;Negatif
Indonesia makin kesinine makin aneh... Terlalu banyak aturan yang gak jelas;Negatif
Percuma sih kata aku mah kalo harus ke disukcapil buat scan barcode, tidak memudahkan!;Negatif
Sistem sangat lemah utk pendaftaran hrs ke dukcapil,barcode jg, akhirnya terjadi kerumunan/antrian tk menentu, disamping itu koneksi internet juga lelet jadi terhambat utk pendaftaran. Dikasi koneksi wifi dukcapil jg lelet. Jika blom siap dgn perangkat ini, jgn menyusahkan rakyat. Harusnya dibuat pendaftaran mandiri, jadi GK perlu rakyat ke kantor hanya utk daftar, zaman Uda canggih masih jg segala urusan ke kantor hanya utk barcode doang. Aplikasi yg dipaksakan ya begini jadinya;Negatif
Aplikasi Ndak masuk blas mohon maaf,semakin rumit,katanya online. Mudah ini kok malah rumit maaf;Negatif
tetap harus ke kantor cabang catatan sipil untuk dapat barcode;Negatif
Buruk sekali aplikasi nya tidak bisa dibuka untuk sekelas pemerintahan ini memalukan sekali, aplikasi tidak berguna bagi yang download;Negatif
Kenapa ya kalau apk milik negara pasti jelek dan sulit mendapatkan datanya,ini buka dokumen aja kagak bisa;Negatif
namanya digital yapi verifikasi kok harus ke capil, ini bagaimana konsep nya? seharusnya ganya dengan cek nik saja sudah cukup dan verifikasi wajah kan data sudah ada di capil kenapa harus verifikasi offline lagi, ini kan aplikasi online kok ribet sekali verifikasi haris offline gajelas yg bikin aplikasi konsepnya gimana sih;Negatif
Tidak bisa ambil gambar.... developer geblek harusny buat aplikasi begini udh dicoba di hp android android lawas karena ga smua orang punya hp android terbaru....kalo belm mateng lbih baik siapkan alternatif onsite jgn karena g bisa daftar ikdn rakyat dibuat susah.... teknologi itu untuk mempermudah bukan malah bikin hal yg simple jadi ribet....;Negatif
Beberapa kali download g bisa2 padahal memory dan data sdh banyak;Negatif
aplikasi sampah, kalau data sudah valid buat apa harus datang ke dukcapil segala. Ribet;Negatif
"Bukannya membantu masyarakat inimah malah nyusahin hadeh (IKD)""👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎";Negatif
Yg gk punya hp gimna Bokap nyokap gak ngerti email gimna ..??;Negatif
Mungkin untuk android 9 gak bisa ya, jadi agak kecewa sih;Negatif
Sangat tidak bermanfaat, karena masih harus ke kantor dukcapil. Tidak ada bedanya dengan non online.;Negatif
Aplikasi rendahan;Negatif
Aplikasi bodoh, menghambur2 uang negara saja. Daftar harus ke dukcapil, lha ngapain buat aplikasi? Bodoh2...rezim plonga plongo;Negatif
Sangat tdk membantu, tdk dpt menampil kan Gambar KTP nya, hanya Loading terus.. Padahal sangat di butuhkan .. Intinya sangat kecewa. Jadi tolong APLIKASI nya di benahi..;Negatif
Kalau tujuannya untuk kemudahan kenapa harus dipersulit,tolong dievaluasi dan diperbaiki lagi;Negatif
Kok gak bisa padahal masih siang;Negatif
Ajukan propasal lagi yang banyak anggarannya dah untuk update ni apk.;Negatif
Sangat mengecewakan tidak normal saat digunakan eror;Negatif
Ribet mau liat ktp doang elaahh...muter doang kebuka kaga;Negatif
1.awalnya bisa buka dokumen untuk liat fisik KTP nya..tapi sekarang udah gakbisa..loading terus..sangat kecewa 2.Masih Ditolak Sama Bank Dengan Dalil harus make KTP Fisik..sedangkan dri kelurahan dan Ducakpil udah gak bisa cetak Fisik..kasih salinan dicetak juga ditolak beberapa Bank.. 3. Khusus make Mbangking seperti Bca Digital..serta ecommerce seperti Tokped dan shoppe wajib selfie pake Ktp..sedangkan Pake aplikasi Ktp digital..dan make salinan ditolak 4..masih banyak PT2 /instansi yg nolak;Negatif
memiat data dokumen saja tidak muncul muncul lemot;Negatif
Tidak berguna sama sekali. Banyak lembaga yang tidak bisa menerima KTP Digital, termasuk lembaga pemerintah sendiri. Aplikasi aneh;Negatif
Kalau belum ready seharusnya jangan launching dulu. Unt menampilkan dokumen saja loading sangat lama dan ujung2nya gagal;Negatif
Tolong di perbaiki setiap mau liat KTP selalu tulisannya selalu terjadi kesalahan trs,tolong di perbaiki lagi;Negatif
Gajelas;Negatif
Tidak bisa daftar, auto hapus;Negatif
Lemot ga jls bikin ktp lama dokumen ga bisa di buka apk ga berguna tolong perbaikin lagi apk nyaa cs;Negatif
Masa harus minta kode nya ke petugas, sayakan jauh;Negatif
Hasil fotonya buram kadang gk bisa buka aplikasi;Negatif
Cuma mempersulit masyarakat saja, bikin aplikasi untuk skala nasional tapi aplikasi nya gak bisa digunakan. Mau memperbarui KTP aja dipersulit harus download aplikasi ini harus ke kecamatan. Tolong lah jangan suka bikin aplikasi kalo gak bisa digunakan. Ditunggu balasan dan responnya Ditjen dukcapil Kemendagri;Negatif
"Astaga udah lelah nunggu mau buat KTP, harus masuk dulu lewat ni aplikasi al hasil aplikasinya dwon mulu.. Tinggal cetak kartu jadi tida bisa alasan ini itu sama pegawainya.. Mentang"" Gak bayar di persulit.";Negatif
Ruwet jaringan sering trobleee!!;Negatif
g bisa terbuka.. lebih d tingkatkan kualitasnya;Negatif
Gk ngerti aplikasinya gmna, baru mau masuk aja gk bisa;Negatif
Lemot sekali aplikasi ini.. Malah buang2 waktu🫣;Negatif
Apk nya keluar sendiri terus mantapsss;Negatif
Pelayanan buruk!;Negatif
Kata serba online tapi nyatanya tetep harus ke kantor ducapik untuk minta kode QR;Negatif
Masih kurang paham cara ngisi biodata nya harus pakai QR;Negatif
Maaf aplikasinya perlu diperbaiki lagi, saya dari kemarin mau buka dokumen malah susah ga kebuka buka. Tolong segera diperbaiki;Negatif
Untuk saat ini masih TIDAK berguna.;Negatif
Saya pikir dengan adanya aplikasi ini akan mempermudah pelayanan adminduk, tapi ternyata sama aja. Sama-sama ribet. Nyeta KTP aja perlu hitungan bulan belum di tanggapin, urus offline jawaban petugas tidak ada blangko, minta suket malah di suruh datang siang. Semakin ribet aja pengurusan adminduk.;Negatif
Kurang praktis. Mau DL KK/KTP aj susah;Negatif
Banyak sekali gangguan;Negatif
udah registrasi menunggu email tapi tidak masuk masuk sudah diulangi berulang kali tetap saja gangguan;Negatif
ribett poll;Negatif
App untuk apa ini..??? Ada bintang yg lebih rendah lagi tidak selain bintang 1;Negatif
Gak bisa buka dokumen,, buat cetak kk dan ktp copian, masih banyak bug nya;Negatif
Gara ni aplikasi gua jadi gagal bikin KTP sok sok an digital bikin aps aja gak becus lawak;Negatif
Ga bisa login;Negatif
Jelek gak bisa masuk;Negatif
foto burem, ktp dan kk burem. foto ktp asli dan di aplikasi berbeda. aplikasi lemot.;Negatif
Ribet harus scan QR & tetap harus datang ke disdukcapil. 😂;Negatif
Tidak bisa foto;Negatif
Gk bisaa di buka dokumenyaa tolong dongg di perbaiki lagi apknya jan di persulit ginj;Negatif
Transformasi tangung.pake barkod2 segala,dengan adanya barkod masih membuat celah pungli.;Negatif
Cek documen sering gagal...aplikasi tidak efektif sekiranya belum siap jangan mengadakan apalikasi ktp digital dulu;Negatif
Udah pengajuan cetak identitas dari Juli sampe sekarang gak ada tindak lanjut;Negatif
Bukanya mempermudah malah mempersulit, harus ke capil untk daftar trus gimana dg org yg sedang merantau jauh keluar daerah..??;Negatif
Tambah mempersulit masrakat... Mudah untuk yg punya hp, tp bagaimana org yg tdk punya hp, dan bagaimana org yg tdk bisa membaca, apa itu namanya mempermudah....;Negatif
Sumpah yah bingung banget sama nih aplikasi. Disuruh bikin ktp barcode tapi aplikasinya kayak belom siap cuma sudah diterbitkan dan disuruh ke masyarakat buat gunain kalo ribet begini siapa yang mau make gagal mulu dari tadi;Negatif
Dah 2 bulan tuh dokumen belum terintegrasi Mulu heran dah;Negatif
Tertap saja harus datang ke kantor disdukcapil, untuk scan QR untuk aktifasi akun. Kalu untuk rekam ektp ok lah, tapi kalau untuk pengurusan yang lainnya seharusnya sudah bisa online. BPJS TK bener bener online, Daftar alikasi secara online begitu juga saat pencairan bener bener online tanpa harus datang ke kantor. Untuk Aplikasinya Identitas Kependudukan kurang canggih, developer nya tingkatkan lagi fitur fiturnya yang 100 % online.;Negatif
Masih dipake gak si aplikasinya? Buat pengajuan gak pernah di proses,;Negatif
sangat disayangkan apk sgt bruk skli.. buka apk kok stngh hari;Negatif
burik;Negatif
Ga bisa verifikasi wajah ...;Negatif
Digitalisasi?? , verifikasi tetap harus ke dukcapil . Gak jelas;Negatif
Sekelas NEGARA aplikasinya begini? Serius ga sih ini pembuat aplikasinya? Terkesan kayak aplikasi murahan, banyak errornya;Negatif
palayan nol;Negatif
Gblk ga niat buat aplikasi masa buka dokumen aja ga bisa² tolol tolol;Negatif
Kenapa It dan apk R1 selalu asal dan sulit di pahami akan kah teknologi Indonesia terus seperti ini ?;Negatif
Sangat membuang buang waktu;Negatif
Buka Aplikasinya saja Lambat, tdk bisa digunakan saat kepepet... Tolong ruangx d tambah biar tdk lalot lah...;Negatif
Sangat mengecewakan, susah ngurusin berkas2, karena harus pakai fisik,;Negatif
g bisa d buka pas dukumen nya aneh terjadi kesalahan mulu tolong perbaiki dong;Negatif
Kalau ujung2nya harus k kecamatan ngapain d omong online, sama aja ky urus konvensional;Negatif
Saat masuk ke menu umum tetjadi ke salahan mulu tida bisa di buka gunanya apk ini untuk apa sihh;Negatif
Loginnya mudah, hampir semua fitur bisa digunakan, hanya fitur dokumen tidak bisa di akses, selalu terjadi kesalahan;Negatif
Kenapa harus ke kelurahan sih, kan online kok setengah setengah?;Negatif
Saya cuti kerja 2 hari untuk ngurus KTP, ternyata di kecamatan 2 hari itu juga error, emang tidak ada IT ya untuk mengerjakan itu, percuma cuti gk dapat hasil ngurus KTP.;Negatif
"Apaan KTP kagak ada, KK kagak ada. Loading aja muter"" Ga jelas mana lama banget ujung"" Nya kagak keluar juga. Server bapuk.";Negatif
Saya sudah mengajukan cetak KK, tetapi nggak ada email balasan sama sekali, sudah 2 minggu. Ketika saya tanya lewat call center disdukcapil, malah disuruh cetak offline lewat disdukcapil terdekat. Kocak. Anggaran ditilep ini mah pasti. Apk cuman buat kedok penggelontoran dana.;Negatif
Amplikasi jelek..gak berfungsi dengan baik..seharus nya sblm di tampilkan...di prbaiki sbaik mungkin agar smua berfungsi...;Negatif
mau buka aja setengah mati kntl;Negatif
Kondisikan aplikasi;Negatif
Aplikasinya sering error;Negatif
Aplikasi tidak bisa di gunakan.. Selalu terjadi kesalahan koneksi;Negatif
Aplikasi eror gak bisa dibuka hadeh;Negatif
Aplikasi kentang;Negatif
Aplikasi cacat, ngeleg dikit gak bisa dibuka, pas diperlukan gak bisa di gunakan. Nyusahin;Negatif
Susah penggunaannya Tolong di perbaiki Dan sediakan fitur donlod dokumen;Negatif
"Baru juga aktivisasi pas mau liat ktp digital malah loading²an terus sampe keluar tulisan ""terjadi masalah""";Negatif
Aplikasi busuk;Negatif
App sangat mempersulit;Negatif
Sangat sulit untuk di cetak fisik, sedangakan di masyarakat masih membutuhkan KTP pisik,. Keluar terus di aplikasi memang keamananya bagus tapi di persulit;Negatif
Mau daftar ga bisa2 weyy;Negatif
Gak jelas aplikasinya bukannya mempermudah tapi mempersulit hrus login k capil dulu.;Negatif
Saya ga jadi punya ktp karena apk ini jelek, mau scan barcode aja susah pdhal biasanya hp sy kalo dipake scan barcode normal² aja. Tolong yg bener bikin apk tuh;Negatif
Apk bodong hati2 apk sampahh aturan bodohhh;Negatif
Error udah itu loading lama padahal jaringan lancar, tolong diperbaiki;Negatif
Kenapa tidak bisa login ke dokumen mohon dibantu;Negatif
±100 JT kaum milenial bangsa Indonesia , masa TDK dapat 1 org pun yg bisa di rekrut utk membuat aplikasi yg bermutu ? Ini yg tak bermutu anak milenialnya atau ?????;Negatif
masih perlu ditingkatkan lagi karena selama ini sering terjadi eror saat membuka dokumen;Negatif
NGGA BERMUTU!!! Jaman online kok harus di hadapan Disdukcapil;Negatif
Gak bisa di gunakan;Negatif
Kebanyakan chapta, tampilan juga membingungkan kan;Negatif
Ini aplikasi kok makin kesini makin buruk. Tadinya di bagian Dokumen bisa lihat sertifikat vaksin, bpjs, npwp. Skarang udah setengah tahun lebih kok malah gak bisa kebuka. Masa proses integrasi lama amat. Niat gak sih bikin apk?;Negatif
Ini saya mau complain ini dibuat buat mempermudah atau mempersulit.saya buat KTP di kecamatan disuruh buatnya di aplikasi pas udah selesai katanya kertas buat cetak KTP habis jadinya suruh cetak sendiri. Nah saya ke tempat fotokopi gada link yg bisa dipakai buat cetak KTP.usah setaun ini sejak itu sampe sekarang saya blom ada KTP yg bentuknya fisik. Kalo mau mempermudah tinggal taro link aj udah gausah dipersulit.dan saya nonton tutorial di yt ad opsi buat bagikan dokumen kok di saya gada;Negatif
Klo mau serba digital knpa msh repot2 nyari QR Codenya begok? Apk pemerintah kok kya apk kandang pig;Negatif
Ini bukan mempermudah tp mlah mempersulit.. Buka KTP aja gak bs;Negatif
Menyusahkan;Negatif
Buruk banget masa bikin ikd harus ke dugcapil dulu kan digital kecuali manual tolong perbaiki system' nya gak bagus banget kalah sama sytem lazda shopy gampang daftar nya;Negatif
Menunya gabisa dibuka;Negatif
Mengecewakan sungguh lelet . Masa buka dokumen aj dari sehari cuma muter aja.. tolong lah ditingkatkan lagi;Negatif
Performa server ga bagus, lambat, sering gagal upload & view data. UI/UX engga banget. Hmm.. Ayo dong perbaiki utk nasional loh ini..;Negatif
Aplikasi ga jelas bukanya mempermudah malah makin mempersulit;Negatif
Monyet ktp masa gk ada blangko terooss;Negatif
Masih ribet banget;Negatif
Adanya aplikasi identitas seperti ini menyulitkan bagi orang yang tidak paham.. aplikasi identitas seperti ini yang menyulitkan bagi orang yang tidak memiliki hp;Negatif
Gimn sih ya dokumen tidak bisa di buka loding terus buruk sekali aplikasi nya, tolong dong kita butuh mencetak TKP-nya gimn sih ga bisa kebuka dokumen nya, payah bgt ya;Negatif
Kerja bagus, Mempersulit orang orang 🙏;Negatif
Buruk;Negatif
Ya begitu klo orang Indonesia bikin aplikasi pasti kelas kaleng kaleng, negri ini penuh dengan para koruptor;Negatif
Mau buka KK susahnya berhari tidak kebuka akhirnya pekerjaan saya jadi terganggu, ini niat buat aplikasi tidak sih nyusahin;Negatif
Kok sekarang malah susah ya? Bukannya mempermudah malah loading terus? Ada yg perlu di perbaiki dan di maintenens mungkin ya! Dulu baru²nya mudah buka kk dan ltp cpt dan bisa sekarang gk bisa tuh 🙏🙏;Negatif
EKTP belom bisa di gunakan di BANK BUMN, Saya coba tanya di CS BANK MANDIRI Kantor Cabang Karawang, mereka belom bisa menerima EKTP , Lah trus kalo BUMN AJA BELOM BISA, TERUS NGAPAIN MEREKA MENGGALAKKAN PEMBUATAN E KTP, KE MASYARAKAT INDONESIA.;Negatif
Tidak sesuai dengan iklan yg dimedia... terlalu rumit.. banyak syaratnya untuk menfdaftar..;Negatif
saya kira langsung bisa di gunakan, ternyata harus ke diskucapil dulu untuk verifikasi;Negatif
belum bisa digunakan secara maksimal fiturnya;Negatif
aplikasi cacat memancing buat download tapi gak bisa si gunakan mengeruk ke untungan dari aplikasi , sampe segitu nya;Negatif
Apk paling buruk! Buat masuk ajh gangguan jaringan trs padahal pakai Wi-Fi super cepat;Negatif
saya lupa nomor pin. gimana cara membuka aplikasinya.?;Negatif
Muter² doang saat klik menu dokumen;Negatif
👎👎;Negatif
Aplikasi tolol gak guna.. bahsa nya bisa mempermudah apa nya cari akte lahir aja tak ada . banyak yg tidak bisa di download.. Udah ngaktifin nya harus datang ke discapil sudah aktif asil nya ngecewain.;Negatif
Apl baru tp udh banyak masalah;Negatif
Aplikasi sering error dan untuk membuka dokumen KTP digital dari awal buat tidak bisa kebuka jadi tidak bermanfaat... Yg bisa kebuka hanya data keluarga;Negatif
Menjijikan;Negatif
Gak bisa log in;Negatif
"Aplikasinya jelek, pilih"" Hp, kualitas buruk. Pembuatan apk asal-asalan, harusnya dipikir mateng"" dulu baru disebar, pikirin juga yang di pelosok-pelosok sinyal jelek, banyak masalah. Gausah ada mending, ktpnya mending kayk yg dulu aja berbentuk fisik";Negatif
App busuk. Dari pertama donwload ga pernah muncul itu gambarnya cuma muter muter doang;Negatif
siapa yg bikin ni aplikasi jadi kalau mau daftar harus barkot ke capil dulu gitu ya hey bambang bagai mana org yg jauh dri kantor capil kau pikir kabupaten skrg kecil kayak dulu jangan mmperibet lah bgsd,gk ada otak kalian ini sekolah tinggi² pun bisa pintar nya gelap kn uang aja,bukan pintar mempermudah rakyat y;Negatif
Udah daftar hp keresat mau log on kaga bisa;Negatif
Malasnya mo pergi ke capil cuman buat pindai kode qr,uninstal app;Negatif
Ternyata masih harus datang ke dukcapil setempat, percuma sudah digital, mau ketawa takut dosa 😅😅;Negatif
Terlalu susah mendaftar kode barkot lebih dipermudah untuk pendaftaran;Negatif
Anjir force close trus dong kerjanya 🤣🤣🤣🤣app lawak lawak penghambur uang negara.;Negatif
Sangat tidak membatu mau aktifin aja harus pergi ke capil dulu sangat ribet dan tak berguna;Negatif
Tidak bisa membuka dokumen nya sudah saya coba berkali kali;Negatif
"Ko daftar aja gk bisa"" udh KTP pun di tolak2x terus... apa Krn saya jadi gendut makanya gk kebaca & gk sama gambar ya vailiteee Mulu pas daftar 😔😔😔";Negatif
Ga guna premium dana ga bisa digunakan ke bank ga bisa kartu elektronik apaan ini,;Negatif
Semoga aman datanya tidak mudah di hack. Merdeka !!!!!!;Negatif
Tidak bisa buka dokumen, muter-muter doang.;Negatif
Harus nunggu Berjam jam buat buka aplikasinya WiFi idup data idup susah bgt buat ngeceknya Parah;Negatif
Tolonglah kenapa setiap mau buka gk bisa, selalu gagal terus;Negatif
Sangat amat buruk terkhusus dukcapil Kulonprogo. Fortliner judes, tidak tau tata krama pelayanan publik, dan tidak ada senyum sekali. pengajuan pembaruan KK nunggu 2 minggu lebih egk jadi2. Selalu revisi, padahal sudah mencantumkan dan upload dokumen secara jelas di website lakonku. Tapi pegawai beralasan data pendukung tidak ada di website. Giliran saya kirim screenshot bukti upload cuman minta maaf dan tetap tidak ada progres. Yth BAPAK/IBU PNS mohon dimaksimalkan kinerjanya.;Negatif
Hanya untuk satu hp?lebih menyulitkan;Negatif
payah, masa mau buka dokumen e-ktp gabisa terus;Negatif
Tidak mempermudah, tujuan aplikasi kurang jelas(?). Adanya aplikasi tapi harus digunakan di depan pegawai dukcapil. Bukan kah sama saja???;Negatif
Suliiitttttttt... Menyusahkan masyarakat;Negatif
Aplikasi gak jelas login nggak bisa bisa padahal gue wi-fi jaringan bagus login memuat terus nggak jelas minimal direspon lah aplikasinya nggak ada jelas 😭;Negatif
Aplikasi pembodohan!!! Membuat terus sampe mau kiamat ga kunjung usai!!!! Gimna nih pemerintah malah mempersulit!!!???;Negatif
Sangat tidak mudah untuk mendaftar..karena banyak yg gagal...dan banyak kendala...salah satu tapi yg utama yaitu..faktor sinyal...saya coba mengurus punya kakak saya di kabupaten tangerang susah..dan petugasnya pun tidak smart..yg ada petugas marah dan ngomole tidak karuan .;Negatif
Ribet buat manula, apalagi buat yg tdk py hp dan data, jaman dah susah ,,, 🙃;Negatif
Mempersulit Masyarakat;Negatif
Sangat tidak mempermudah,jadi beban buat warga masyarakat, masi enak cara lama, ketimbang cara baru, kasian juga buat orang yang lanjut usia;Negatif
Sangat mempersulit tdk bisa d instal.. ribet..;Negatif
Sangat tidak bermanfaat.. tujuan digital tetapi masih harus ke disdukcapil buat minta barcode. Tau sendiri kan pelayanan di disdukcapil;Negatif
Ga bisa di buka;Negatif
Coba aplikasi indentitas kependudukan kalo jelek saya hapus;Negatif
dari pertama buat dokumen koading terus tidak bisa terbuka;Negatif
Taulah aplikasi banyak bug belom siap ntar karena banyak di embat biyayanya atau gimana 🤣. Liat dokumen kita aja bisa gagal terus Haloooo liat DATA GIMANA INI KTP AING GABISA DI LIAT;Negatif
Dengan adanya aplikasi ini di daerah saya sekarang jadi susah pengurusan KTP..dikarenakan harus mendownload aplikasi ini..jika tidak tidak akan dilayani..mana aplikasi.y TDK bisa ofline harus menggunakan jaringan data untuk membuka..KTP dan KK TDK bisa di cetak atau di SC..terus gunanya untuk apa kalau GK bisa dipakai mengurus ujung2 EKTP yg diminta;Negatif
mau daftar aja sulit alamat e-mail tidak valid sampah banget ini aplikasi gak guna;Negatif
Ribet cara nya harus scan ke kantor Pas d kantor nungu lama krain d kantor nya ada scan langsung tanpa d tanya tanpa ngantri eh ngantri trus penjaga nya lama datang ya ya sudah plng sajs percuma pke aplasi kaya t*i.....;Negatif
Dari awal registrasi sampai saat ini belum pernah sekalipun berhasil buka dokumen, lalu gimana saya mau pakai KTP digitalnya..?;Negatif
